67,18,15,10,9,6,6,3,,,,,,,,
68,14,9,9,9,7,7,7,6,,,,,,,
69,35,15,14,3,2,,,,,,,,,,
70,21,21,14,6,6,2,,,,,,,,,
71,30,10,10,6,5,5,5,,,,,,,,
72,18,9,9,9,9,6,6,6,,,,,,,
73,21,15,15,7,7,5,3,,,,,,,,
74,18,10,10,10,9,6,6,5,,,,,,,
75,30,10,9,9,9,5,3,,,,,,,,
76,14,14,14,10,7,7,5,5,,,,,,,
77,30,18,9,5,5,5,5,,,,,,,,
78,21,15,10,7,7,6,6,6,,,,,,,
79,30,15,10,10,6,5,3,,,,,,,,
80,15,15,15,10,10,5,5,5,,,,,,,
81,30,18,10,9,6,5,3,,,,,,,,
82,21,18,10,9,7,7,5,5,,,,,,,
83,21,14,14,14,14,3,3,,,,,,,,
84,42,18,9,7,6,2,,,,,,,,,
85,18,18,18,15,10,3,3,,,,,,,,
86,21,15,14,14,7,5,5,5,,,,,,,
87,33,22,11,6,6,6,3,,,,,,,,
88,21,15,15,10,10,7,7,3,,,,,,,
89,45,15,9,5,5,5,5,,,,,,,,
90,30,15,15,6,6,6,6,6,,,,,,,
91,18,15,10,9,9,9,9,6,6,,,,,,
92,21,18,14,14,9,7,6,3,,,,,,,
93,18,15,14,10,9,7,7,7,6,,,,,,
94,35,15,14,6,6,6,6,6,,,,,,,
95,30,18,15,15,9,6,2,,,,,,,,
96,30,18,10,10,10,9,6,3,,,,,,,
97,35,18,15,14,9,3,3,,,,,,,,
98,35,18,14,9,6,6,5,5,,,,,,,
99,35,18,15,14,9,6,2,,,,,,,,
100,35,15,15,14,6,5,5,5,,,,,,,
101,33,22,18,11,9,6,2,,,,,,,,
102,42,18,10,9,7,6,5,5,,,,,,,
103,33,22,15,15,11,5,2,,,,,,,,
104,42,21,10,7,7,7,5,5,,,,,,,
105,15,14,14,14,14,14,10,7,3,,,,,,
106,35,18,15,14,9,6,6,3,,,,,,,
107,27,27,27,9,9,6,2,,,,,,,,
108,30,18,18,18,10,6,5,3,,,,,,,
109,55,11,11,10,10,10,2,,,,,,,,
110,55,11,11,10,6,6,6,5,,,,,,,
111,42,14,9,9,9,7,7,7,7,,,,,,
112,35,21,21,10,10,7,5,3,,,,,,,
113,21,18,18,14,14,9,9,7,3,,,,,,
114,42,18,15,15,9,7,5,3,,,,,,,
115,21,15,15,14,14,14,14,5,3,,,,,,
116,15,15,15,14,14,14,10,7,7,5,,,,,
117,45,21,21,14,9,5,2,,,,,,,,
118,45,21,14,14,9,7,5,3,,,,,,,
119,30,30,15,10,10,6,6,6,6,,,,,,
120,30,30,30,10,5,5,5,5,,,,,,,
121,30,21,21,14,10,10,5,5,5,,,,,,
122,30,21,10,10,10,9,9,9,7,7,,,,,
123,33,22,18,15,11,9,5,5,5,,,,,,
124,18,18,18,15,15,14,7,7,7,5,,,,,
125,63,21,14,9,9,7,2,,,,,,,,
126,63,14,14,9,9,7,7,3,,,,,,,
127,35,30,15,14,10,6,6,6,5,,,,,,
128,33,22,21,21,14,11,3,3,,,,,,,
129,35,30,18,14,9,6,6,6,5,,,,,,
130,35,30,30,14,6,6,6,3,,,,,,,
131,33,22,22,22,10,6,6,5,5,,,,,,
132,33,22,22,22,18,9,3,3,,,,,,,
133,33,30,22,15,11,6,6,5,5,,,,,,
134,45,33,22,11,9,6,5,3,,,,,,,
135,35,35,18,15,9,7,6,5,5,,,,,,
136,35,33,22,15,14,11,3,3,,,,,,,
137,27,27,27,15,15,9,9,5,3,,,,,,
138,30,21,18,15,14,14,9,7,5,5,,,,,
139,70,14,10,10,7,7,7,7,7,,,,,,
140,70,30,10,7,7,6,5,5,,,,,,,
141,35,30,18,18,14,9,9,5,3,,,,,,
142,35,18,18,18,15,14,6,6,6,6,,,,,
143,42,30,30,10,7,6,6,6,6,,,,,,
144,42,30,14,10,10,10,7,7,7,7,,,,,
145,45,21,18,18,14,14,7,5,3,,,,,,
146,55,18,11,11,10,10,10,9,6,6,,,,,
147,42,35,21,18,9,6,6,5,5,,,,,,
148,35,21,21,18,18,9,9,7,5,5,,,,,
149,42,33,22,15,11,10,7,6,3,,,,,,
150,42,33,33,11,11,11,7,2,,,,,,,
151,42,18,14,14,9,9,9,9,9,9,9,,,,
152,21,15,14,14,14,14,10,10,10,10,10,10,,,
153,33,33,11,11,11,9,9,9,9,9,9,,,,
154,21,18,14,14,14,14,10,10,10,10,10,9,,,
155,45,15,14,14,14,10,10,10,9,7,7,,,,
156,26,15,13,13,13,13,13,13,10,9,9,9,,,
157,55,11,11,10,10,10,10,10,10,10,10,,,,
158,26,18,13,13,13,13,13,13,9,9,9,9,,,
159,42,18,18,14,14,10,10,10,9,9,5,,,,
160,33,15,15,11,11,11,11,11,11,11,10,10,,,
161,35,35,14,14,10,10,10,9,9,9,6,,,,
162,30,22,15,11,11,11,11,11,10,10,10,10,,,
163,42,30,14,14,10,10,10,9,9,9,6,,,,
164,30,22,18,11,11,11,11,11,10,10,10,9,,,
165,42,35,14,10,10,10,10,9,9,9,7,,,,
166,35,22,14,11,11,11,11,11,10,10,10,10,,,
167,45,35,14,10,9,9,9,9,9,9,9,,,,
168,39,18,13,13,13,13,10,10,10,10,10,9,,,
169,55,21,18,11,11,10,10,10,9,7,7,,,,
170,30,18,18,18,14,14,14,10,10,10,7,7,,,
171,42,35,14,14,14,10,10,9,9,9,5,,,,
172,42,18,15,14,14,10,10,10,10,10,10,9,,,
173,45,42,10,10,10,10,10,10,10,9,7,,,,
